count,Time,tear_value[0],tear_value[1],tear_value[2],tear_value[3],tear_value[4],tear_value[5],ForceInput_x_T[0],ForceInput_x_T[1],ForceInput_x_T[2],ForceInput_x_T[3],ForceInput_x_T[4],ForceInput_x_T[5]
1738157793.177151,1,-1571245.1325,1752250.212,780373.4699999999,610167.6135000001,-935523.1049999999,-714731.55
1738157794.1770246,2,-1571452.5576,1752481.5321600002,780476.4896,610248.1636799999,-935646.6063999998,-714825.9039999999
1738157795.6770697,3,-1571763.69525,1752828.5124000001,780631.0189999999,610368.9889500001,-935831.8585,-714967.4349999999
1738157796.1768973,4,-1571867.4078,1752944.1724800002,780682.5287999999,610409.26404,-935893.6092,-715014.612
1738157796.6772575,5,-51.856275000000004,57.830040000000004,25.754899999999996,20.137545,-30.875349999999997,-23.5885
1738157797.1768162,6,-155.56882500000003,173.49012,77.26469999999998,60.412634999999995,-92.62604999999999,-70.7655
1738157797.676931,7,-259.281375,289.15020000000004,128.7745,100.687725,-154.37674999999996,-117.94249999999998
1738157798.176995,8,-362.99392500000005,404.81028000000003,180.28429999999997,140.962815,-216.12744999999995,-165.11950000000002
1738157798.6769729,9,-466.706475,520.47036,231.79409999999993,181.23790499999998,-277.8781499999999,-212.29649999999998
1738157799.6771042,10,-674.131575,751.79052,334.8136999999999,261.78808499999997,-401.37955,-306.65049999999997
1738157800.1778486,11,-51.856275000000004,57.830040000000004,25.754899999999996,20.137545,-30.875349999999997,-23.5885
1738157800.677128,12,-155.56882500000003,173.49012,77.26469999999998,60.412634999999995,-92.62604999999999,-70.7655
1738157801.177123,13,-259.281375,289.15020000000004,128.7745,100.687725,-154.37674999999996,-117.94249999999998
1738157801.677159,14,-362.99392500000005,404.81028000000003,180.28429999999997,140.962815,-216.12744999999995,-165.11950000000002
1738157802.1771808,15,-466.706475,520.47036,231.79409999999993,181.23790499999998,-277.8781499999999,-212.29649999999998
1738157802.6772966,16,-570.419025,636.1304400000001,283.30389999999994,221.51299500000005,-339.62884999999994,-259.47349999999994
1738157803.1772063,17,-674.131575,751.79052,334.8136999999999,261.78808499999997,-401.37955,-306.65049999999997
1738157803.6772425,18,-777.844125,867.4506000000001,386.32349999999997,302.063175,-463.13025,-353.8275
1738157804.1773572,19,-881.556675,983.1106800000002,437.83329999999995,342.338265,-524.8809499999999,-401.0045
1738157804.6773336,20,-985.269225,1098.77076,489.34309999999994,382.613355,-586.6316499999998,-448.18149999999997
